id,query,success,error
952,"select posthistory_1.userid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.revisionguid, max( posthistory_1.creationdate), posthistory_1.revisionguid, posthistory_1.contentlicense from posthistory as posthistory_1 where posthistory_1.id is not NULL group by posthistory_1.userid, posthistory_1.posthistorytypeid, posthistory_1.userdisplayname, posthistory_1.revisionguid, posthistory_1.revisionguid, posthistory_1.contentlicense limit 21;",YES,""
953,"select postlinks_1.creationdate, postlinks_1.postid, postlinks_1.linktypeid, postlinks_1.id, postlinks_1.creationdate, postlinks_1.linktypeid, postlinks_1.linktypeid, postlinks_1.id from postlinks as postlinks_1 where postlinks_1.relatedpostid is not NULL limit 8;",YES,""
954,"select postlinks_1.id from postlinks as postlinks_1 inner join votes as votes_1 inner join postlinks as postlinks_2 on (votes_1.id = postlinks_2.id ) on (postlinks_1.id = votes_1.id ) where votes_1.creationdate is not NULL limit 18;",YES,""
955,"select posts_1.contentlicense, posts_1.tags, max( posts_1.creationdate), posts_1.creationdate, posts_1.tags, posts_1.parentid, posts_1.title, posts_1.acceptedanswerid, posts_1.creationdate, posts_1.ownerdisplayname, max( posts_1.creationdate), posts_1.tags, posts_1.creationdate, posts_1.owneruserid, posts_1.creationdate, posts_1.id, posts_1.acceptedanswerid from posts as posts_1 where posts_1.contentlicense > posts_1.title group by posts_1.contentlicense, posts_1.tags, posts_1.creationdate, posts_1.tags, posts_1.parentid, posts_1.title, posts_1.acceptedanswerid, posts_1.creationdate, posts_1.ownerdisplayname, posts_1.tags, posts_1.creationdate, posts_1.owneruserid, posts_1.creationdate, posts_1.id, posts_1.acceptedanswerid limit 13;",YES,""
956,"select votes_2.votetypeid, votes_1.userid from votes as votes_1 inner join posthistory as posthistory_1 inner join votes as votes_2 inner join postlinks as postlinks_1 on (votes_2.id = postlinks_1.id ) on (posthistory_1.id = postlinks_1.id ) on (votes_1.id = postlinks_1.id ) where votes_1.votetypeid is not NULL limit 38;",YES,""
957,"select votes_1.postid, votes_1.creationdate, votes_1.votetypeid, votes_1.votetypeid, votes_1.userid, votes_1.votetypeid, votes_1.userid, votes_1.id, min( votes_1.creationdate), votes_1.id, votes_1.userid, avg( votes_1.postid), votes_1.postid, votes_1.userid, max( votes_1.creationdate), min( votes_1.postid), votes_1.creationdate, votes_1.votetypeid, votes_1.creationdate, votes_1.postid, count(*), min( votes_1.id), votes_1.postid, votes_1.creationdate, min( votes_1.creationdate) from votes as votes_1 where votes_1.votetypeid is not NULL group by votes_1.postid, votes_1.creationdate, votes_1.votetypeid, votes_1.votetypeid, votes_1.userid, votes_1.votetypeid, votes_1.userid, votes_1.id, votes_1.id, votes_1.userid, votes_1.postid, votes_1.userid, votes_1.creationdate, votes_1.votetypeid, votes_1.creationdate, votes_1.postid, votes_1.postid, votes_1.creationdate limit 20;",YES,""
958,"select votes_1.votetypeid, votes_1.postid, votes_1.creationdate from votes as votes_1 where votes_1.votetypeid is not NULL limit 25;",YES,""
959,"select users_1.profileimageurl from users as users_1 where users_1.id >= users_1.id limit 17;",YES,""
960,"select votes_1.votetypeid, votes_1.votetypeid, min( votes_1.userid), votes_1.creationdate, votes_1.id, count( votes_1.userid), votes_1.votetypeid, min( votes_1.creationdate), votes_1.votetypeid, votes_1.creationdate, votes_1.userid, votes_1.userid, votes_1.id, min( votes_1.id), votes_1.id, max( votes_1.creationdate), votes_1.userid, votes_1.votetypeid, votes_1.userid, votes_1.creationdate from votes as votes_1 where votes_1.userid <= votes_1.id group by votes_1.votetypeid, votes_1.votetypeid, votes_1.creationdate, votes_1.id, votes_1.votetypeid, votes_1.votetypeid, votes_1.creationdate, votes_1.userid, votes_1.userid, votes_1.id, votes_1.id, votes_1.userid, votes_1.votetypeid, votes_1.userid, votes_1.creationdate limit 3;",YES,""
961,"select posts_1.acceptedanswerid, posts_1.acceptedanswerid from posts as posts_1 where posts_1.posttypeid is not NULL limit 36;",YES,""
962,"select posts_1.creationdate, posts_1.contentlicense from posts as posts_1 where posts_1.creationdate is not NULL limit 7;",YES,""
963,"select postlinks_1.relatedpostid from postlinks as postlinks_1 where postlinks_1.creationdate is not NULL limit 42;",YES,""
964,"select max( votes_1.creationdate), votes_1.id, votes_1.creationdate, votes_1.id, votes_1.creationdate, votes_1.postid, votes_1.votetypeid, votes_1.votetypeid, min( votes_1.creationdate) from votes as votes_1 where votes_1.userid is not NULL group by votes_1.id, votes_1.creationdate, votes_1.id, votes_1.creationdate, votes_1.postid, votes_1.votetypeid, votes_1.votetypeid limit 10;",YES,""
965,"select users_1.id, users_1.websiteurl from users as users_1 where users_1.accountid is not NULL limit 29;",YES,""
966,"select postlinks_1.relatedpostid, postlinks_1.linktypeid, postlinks_1.creationdate, postlinks_1.creationdate, postlinks_1.id from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL limit 25;",YES,""
967,"select votes_1.userid, votes_1.creationdate, votes_1.postid from votes as votes_1 where votes_1.userid is not NULL limit 7;",YES,""
968,"select max( postlinks_1.creationdate), postlinks_1.id, postlinks_1.id from postlinks as postlinks_1 where postlinks_1.linktypeid is not NULL group by postlinks_1.id, postlinks_1.id limit 26;",YES,""
969,"select badges_1.name, badges_1.id, badges_1.date, max( postlinks_1.linktypeid), count(*), postlinks_1.relatedpostid, postlinks_1.relatedpostid, postlinks_1.postid, postlinks_1.postid, postlinks_1.relatedpostid, badges_1.userid, badges_1.class, badges_1.date, postlinks_1.relatedpostid, postlinks_1.postid, badges_1.class from badges as badges_1 inner join postlinks as postlinks_1 on (badges_1.id = postlinks_1.id ) where badges_1.tagbased > badges_1.tagbased group by badges_1.name, badges_1.id, badges_1.date, postlinks_1.relatedpostid, postlinks_1.relatedpostid, postlinks_1.postid, postlinks_1.postid, postlinks_1.relatedpostid, badges_1.userid, badges_1.class, badges_1.date, postlinks_1.relatedpostid, postlinks_1.postid, badges_1.class limit 22;",YES,""
970,"select comments_1.id, min( comments_1.creationdate), comments_1.id, max( comments_1.text), comments_1.userdisplayname, comments_1.postid, comments_1.contentlicense, comments_1.contentlicense, min( comments_1.text), comments_1.creationdate, comments_1.userid, comments_1.contentlicense, comments_1.creationdate from comments as comments_1 where comments_1.contentlicense <= comments_1.userdisplayname group by comments_1.id, comments_1.id, comments_1.userdisplayname, comments_1.postid, comments_1.contentlicense, comments_1.contentlicense, comments_1.creationdate, comments_1.userid, comments_1.contentlicense, comments_1.creationdate limit 6;",YES,""
971,"select votes_1.userid from votes as votes_1 where votes_1.votetypeid > votes_1.userid limit 29;",YES,""
972,"select posts_1.parentid, postlinks_1.postid, postlinks_1.creationdate, postlinks_1.postid, posts_1.contentlicense, posts_1.contentlicense, max( posts_1.acceptedanswerid), min( posts_1.body), postlinks_1.relatedpostid from posts as posts_1 inner join postlinks as postlinks_1 on (posts_1.id = postlinks_1.id ) where posts_1.creationdate is not NULL group by posts_1.parentid, postlinks_1.postid, postlinks_1.creationdate, postlinks_1.postid, posts_1.contentlicense, posts_1.contentlicense, postlinks_1.relatedpostid limit 5;",YES,""
973,"select posthistory_1.revisionguid, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL limit 24;",YES,""
974,"select posts_1.title, min( posts_1.body), min( posts_1.owneruserid), posts_1.posttypeid, posts_1.ownerdisplayname, posts_1.id, posts_1.tags, posts_1.title, posts_1.posttypeid, posts_1.title, posts_1.posttypeid, posts_1.ownerdisplayname from posts as posts_1 where posts_1.body is not NULL group by posts_1.title, posts_1.posttypeid, posts_1.ownerdisplayname, posts_1.id, posts_1.tags, posts_1.title, posts_1.posttypeid, posts_1.title, posts_1.posttypeid, posts_1.ownerdisplayname limit 37;",YES,""
975,"select postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.relatedpostid is not NULL limit 31;",YES,""
976,"select posts_1.posttypeid, posts_1.owneruserid, posts_1.ownerdisplayname, posts_1.owneruserid, posts_1.creationdate, posts_1.body, posts_1.ownerdisplayname from posts as posts_1 where posts_1.body is not NULL limit 22;",YES,""
977,"select users_1.location, avg( badges_1.class), badges_3.userid, comments_1.creationdate, badges_3.name, postlinks_1.postid, posts_1.parentid, postlinks_1.postid, max( comments_1.creationdate) from users as users_1 inner join badges as badges_1 inner join postlinks as postlinks_1 on (badges_1.id = postlinks_1.id ) on (users_1.id = postlinks_1.id ) inner join badges as badges_2 inner join badges as badges_3 inner join comments as comments_1 on (badges_3.id = comments_1.id ) on (badges_2.id = comments_1.id ) inner join posts as posts_1 on (badges_2.id = posts_1.id ) on (users_1.id = badges_3.id ) where badges_3.id <= postlinks_1.postid group by users_1.location, badges_3.userid, comments_1.creationdate, badges_3.name, postlinks_1.postid, posts_1.parentid, postlinks_1.postid limit 9;",YES,""
978,"select badges_1.tagbased, max( badges_1.date), badges_1.userid, badges_1.date, posthistory_1.postid, posthistory_1.text, badges_1.date, posthistory_1.userid, posthistory_1.comment, posthistory_1.revisionguid, posthistory_1.userid, badges_1.tagbased, badges_1.id, badges_1.date, badges_1.tagbased, badges_1.name, posthistory_1.comment, badges_1.date, min( posthistory_1.userdisplayname), badges_1.name, max( posthistory_1.userdisplayname), badges_1.id, posthistory_1.posthistorytypeid, badges_1.tagbased, badges_1.date, badges_1.name, badges_1.id, posthistory_1.creationdate, badges_1.tagbased, max( badges_1.name), posthistory_1.text, badges_1.date, badges_1.name, badges_1.userid, badges_1.tagbased, posthistory_1.userdisplayname, posthistory_1.revisionguid, sum( badges_1.userid), badges_1.tagbased, badges_1.tagbased, posthistory_1.id, badges_1.tagbased from badges as badges_1 inner join posthistory as posthistory_1 on (badges_1.id = posthistory_1.id ) where badges_1.userid is not NULL group by badges_1.tagbased, badges_1.userid, badges_1.date, posthistory_1.postid, posthistory_1.text, badges_1.date, posthistory_1.userid, posthistory_1.comment, posthistory_1.revisionguid, posthistory_1.userid, badges_1.tagbased, badges_1.id, badges_1.date, badges_1.tagbased, badges_1.name, posthistory_1.comment, badges_1.date, badges_1.name, badges_1.id, posthistory_1.posthistorytypeid, badges_1.tagbased, badges_1.date, badges_1.name, badges_1.id, posthistory_1.creationdate, badges_1.tagbased, posthistory_1.text, badges_1.date, badges_1.name, badges_1.userid, badges_1.tagbased, posthistory_1.userdisplayname, posthistory_1.revisionguid, badges_1.tagbased, badges_1.tagbased, posthistory_1.id, badges_1.tagbased limit 30;",YES,""
979,"select posthistory_1.creationdate, count(*), posthistory_1.comment from posthistory as posthistory_1 where posthistory_1.userid is not NULL group by posthistory_1.creationdate, posthistory_1.comment limit 14;",YES,""
980,"select votes_1.userid, votes_1.votetypeid, min( votes_1.creationdate), votes_1.votetypeid from votes as votes_1 where votes_1.id is not NULL group by votes_1.userid, votes_1.votetypeid, votes_1.votetypeid limit 35;",YES,""
981,"select users_1.id from posts as posts_1 inner join users as users_1 on (posts_1.id = users_1.id ) where users_1.location is not NULL limit 26;",YES,""
982,"select min( comments_1.creationdate), comments_1.userdisplayname, comments_1.contentlicense, count(*), comments_1.postid, posthistory_1.comment, comments_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.creationdate, comments_1.contentlicense from comments as comments_1 inner join posthistory as posthistory_1 on (comments_1.id = posthistory_1.id ) where comments_1.userid is not NULL group by comments_1.userdisplayname, comments_1.contentlicense, comments_1.postid, posthistory_1.comment, comments_1.userdisplayname, posthistory_1.contentlicense, posthistory_1.creationdate, comments_1.contentlicense limit 27;",YES,""
983,"select postlinks_2.relatedpostid, max( postlinks_1.creationdate) from postlinks as postlinks_1 inner join postlinks as postlinks_2 on (postlinks_1.id = postlinks_2.id ) where postlinks_2.postid is not NULL group by postlinks_2.relatedpostid limit 15;",YES,""
984,"select votes_1.postid, votes_1.postid, votes_1.votetypeid, votes_1.userid, votes_1.id, max( comments_1.id), max( comments_1.contentlicense), votes_1.userid, comments_1.userdisplayname, votes_1.id, votes_1.votetypeid, comments_1.postid, votes_1.creationdate from comments as comments_1 inner join votes as votes_1 on (comments_1.id = votes_1.id ) where votes_1.userid is not NULL group by votes_1.postid, votes_1.postid, votes_1.votetypeid, votes_1.userid, votes_1.id, votes_1.userid, comments_1.userdisplayname, votes_1.id, votes_1.votetypeid, comments_1.postid, votes_1.creationdate limit 21;",YES,""
985,"select posts_1.tags from posts as posts_1 where posts_1.title >= posts_1.tags limit 25;",YES,""
986,"select count(*), max( postlinks_1.creationdate) from postlinks as postlinks_1 inner join posts as posts_1 on (postlinks_1.id = posts_1.id ) inner join posts as posts_2 inner join votes as votes_1 inner join votes as votes_2 on (votes_1.id = votes_2.id ) on (posts_2.id = votes_1.id ) on (postlinks_1.id = votes_2.id ) where posts_2.parentid >= postlinks_1.postid limit 17;",YES,""
987,"select posthistory_1.comment, posthistory_1.creationdate, max( posthistory_2.creationdate), posthistory_2.revisionguid, posthistory_1.creationdate, posthistory_2.revisionguid, comments_1.creationdate from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) inner join posthistory as posthistory_2 on (comments_1.id = posthistory_2.id ) where posthistory_1.contentlicense is not NULL group by posthistory_1.comment, posthistory_1.creationdate, posthistory_2.revisionguid, posthistory_1.creationdate, posthistory_2.revisionguid, comments_1.creationdate limit 1;",YES,""
